timestamp,cpu_utilization,memory_utilization,latency_ms,is_incident,target,cpu_utilization_mean_5m,cpu_utilization_std_5m,cpu_utilization_lag_1m,cpu_utilization_lag_5m,memory_utilization_mean_5m,memory_utilization_std_5m,memory_utilization_lag_1m,memory_utilization_lag_5m,latency_ms_mean_5m,latency_ms_std_5m,latency_ms_lag_1m,latency_ms_lag_5m
2026-03-01 00:05:00,22.070761886587647,39.71024774740467,85.74784425988193,0,0.0,20.512807879065917,3.566855847890722,15.056428277158618,17.927738820803864,39.559418650242904,0.6024437255556527,40.36301610775422,41.13386707528628,84.34857330959653,4.345874485122879,79.10131465101801,83.27001939245518
2026-03-01 00:06:00,24.780354832857952,39.69276952824753,86.69982508725906,0,0.0,21.26377672603695,4.062608904316856,22.070761886587647,21.02551059800279,39.66805640819515,0.5573504957234354,39.71024774740467,39.14958073848629,85.07142163932176,4.383696873947829,85.74784425988193,83.08558343863291
2026-03-01 00:07:00,12.665429554105375,40.668890198441495,87.94622289628894,0,0.0,19.85963590256628,5.648090908848287,24.780354832857952,19.686133671458734,39.84776797921489,0.7197716591616529,39.69276952824753,39.77033234334278,84.48740659901159,3.5300748714323076,86.69982508725906,90.86629809783977
2026-03-01 00:08:00,22.67771000252454,40.72679127043896,77.97745196887425,0,0.0,19.450136910646826,5.26861119973981,12.665429554105375,24.725204962121794,40.232342970457374,0.5039471683368574,40.668890198441495,38.80391631422654,83.49453177266443,4.607260642103641,87.94622289628894,82.94182610061002
2026-03-01 00:09:00,22.951994678760133,39.17229081140461,77.25555202020614,0,0.0,21.02925019096713,4.783393000992656,22.67771000252454,15.056428277158618,39.99419791118745,0.6780340623314972,40.72679127043896,40.36301610775422,83.12537924650206,5.0953544094818835,77.97745196887425,79.10131465101801
2026-03-01 00:10:00,15.6739778001774,40.94843880747563,75.21759345479661,0,0.0,19.74989337368508,5.266256280451802,22.951994678760133,22.070761886587647,40.24183612320165,0.7684798844334962,39.17229081140461,39.71024774740467,81.019329085485,5.8593741818218605,77.25555202020614,85.74784425988193
2026-03-01 00:11:00,22.616611033143244,40.075685746784366,82.88912919406742,0,0.0,19.317144613742137,4.81949144221299,15.6739778001774,24.780354832857952,40.31841936690901,0.7174698925601457,40.94843880747563,39.69276952824753,80.25718990684668,5.139379831074184,75.21759345479661,86.69982508725906
2026-03-01 00:12:00,20.762021409010597,41.61460751362868,79.89891546132799,0,0.0,20.936462984723182,3.067628841311329,22.616611033143244,12.665429554105375,40.50756282994645,0.9270180482080155,40.075685746784366,40.668890198441495,78.64772841985447,2.9029382127093495,82.88912919406742,87.94622289628894
2026-03-01 00:13:00,16.821908167814897,39.56982132219012,80.2855087812071,0,0.0,19.765302617781252,3.342189550692911,20.762021409010597,22.67771000252454,40.27616884029668,1.0001289892848484,41.61460751362868,40.72679127043896,79.10933978232106,2.9527880811503873,79.89891546132799,77.97745196887425
2026-03-01 00:14:00,24.571273445490725,38.80527772938421,77.61376557842495,0,0.0,20.089158371127375,3.778189398754888,16.821908167814897,22.951994678760133,40.2027662238926,1.1089484002702268,39.56982132219012,39.17229081140461,79.18098249396482,2.9004473599114524,80.2855087812071,77.25555202020614
2026-03-01 00:15:00,27.135831517708713,39.977612556596235,77.45322095380612,0,0.0,22.381529114633633,3.9046710925407857,24.571273445490725,15.6739778001774,40.008600973716725,1.027768464679408,38.80527772938421,40.94843880747563,79.62810799376672,2.232010346719787,77.61376557842495,75.21759345479661
2026-03-01 00:16:00,22.47201305333096,40.67586037094978,74.94740029415104,0,0.0,22.352609518671176,3.9030298321718435,27.135831517708713,22.616611033143244,40.1286358985498,1.0716721616797906,39.977612556596235,40.075685746784366,78.03976221378343,2.1556921433691425,77.45322095380612,82.88912919406742
2026-03-01 00:17:00,16.920561379634737,38.92902888801588,86.77143065536012,0,0.0,21.58431751279601,4.608697779797743,22.47201305333096,20.762021409010597,39.59152017342724,0.7717518572232416,40.67586037094978,41.61460751362868,79.41426525258987,4.5256857056490425,74.94740029415104,79.89891546132799
2026-03-01 00:18:00,23.389176598209787,39.41393197062271,77.27046750831441,0,0.0,22.897771198874985,3.7719872588502885,16.920561379634737,16.821908167814897,39.56034230311376,0.7759848819651709,38.92902888801588,39.56982132219012,78.81125699801132,4.581103391433607,86.77143065536012,80.2855087812071
2026-03-01 00:19:00,16.800455365697427,41.221464217644254,80.78930752459173,0,0.0,21.343607582916327,4.4500303200640365,23.389176598209787,24.571273445490725,40.04357960076577,0.9260429557228964,39.41393197062271,38.80527772938421,79.4463653872447,4.593689094490593,77.27046750831441,77.61376557842495
2026-03-01 00:20:00,17.630766643678168,39.816816788614695,88.00803422079287,0,0.0,19.442594608110216,3.2162539341348704,16.800455365697427,27.135831517708713,40.01142044716946,0.9316813953323897,41.221464217644254,39.977612556596235,81.55732804064203,5.732727314507011,80.78930752459173,77.45322095380612
2026-03-01 00:21:00,10.775062960952464,39.69165791288074,70.4990632266631,0,0.0,17.10320458963452,4.471078111621149,17.630766643678168,22.47201305333096,39.81457995555566,0.8571985855042212,39.816816788614695,40.67586037094978,80.66766062714444,7.17797299380254,88.00803422079287,74.94740029415104
2026-03-01 00:22:00,18.810949049495573,40.57098023940799,73.73510804035871,0,0.0,17.481282123606682,4.531293342149284,10.775062960952464,16.920561379634737,40.14297022583408,0.7395771609651585,39.69165791288074,38.92902888801588,78.06039610414417,6.762180131913075,70.4990632266631,86.77143065536012
2026-03-01 00:23:00,19.2976360649674,40.30390598108032,80.59371121574665,0,0.0,16.662974016958206,3.434321663030538,18.810949049495573,23.389176598209787,40.3209650279256,0.6172297586762531,40.57098023940799,39.41393197062271,78.7250448456306,6.828126189997632,73.73510804035871,77.27046750831441
2026-03-01 00:24:00,20.930468150485268,39.44872516723491,77.04471251347981,0,0.0,17.48897657391577,3.9357167415407917,19.2976360649674,16.800455365697427,39.96641721784373,0.4596936848888357,40.30390598108032,41.221464217644254,77.97612584340823,6.7500216119171945,80.59371121574665,80.78930752459173
2026-03-01 00:25:00,22.685585299944478,39.571915840441704,85.79131983728008,0,0.0,18.499940305169037,4.578041736828769,20.930468150485268,17.630766643678168,39.917437028209136,0.4915610056671714,39.44872516723491,39.816816788614695,77.53278296670568,5.9520264192834516,77.04471251347981,88.00803422079287
2026-03-01 00:26:00,22.10088605683276,40.17841479129884,84.83789251398565,0,0.0,20.765104924345096,1.693523777511259,22.685585299944478,10.775062960952464,40.01478840389275,0.48380668178040137,39.571915840441704,39.69165791288074,80.40054882417019,5.110711326065434,85.79131983728008,70.4990632266631
2026-03-01 00:27:00,18.30239509400541,39.05151802986428,83.24959578109461,0,0.0,20.66339413324706,1.8484169064430447,22.10088605683276,18.810949049495573,39.71089596198401,0.5227482653444028,40.17841479129884,40.57098023940799,82.30344637231735,3.537702409758161,84.83789251398565,73.73510804035871
2026-03-01 00:28:00,16.908313621943584,41.40652375994908,73.67379080745287,0,0.0,20.1855296446423,2.4879782172504368,18.30239509400541,19.2976360649674,39.93141951775776,0.918341242255579,39.05151802986428,40.30390598108032,80.91946229065861,5.292259785082198,83.24959578109461,80.59371121574665
2026-03-01 00:29:00,23.078799540912403,41.106794297946294,75.49217151770328,0,0.0,20.61519592272773,2.8130567982448818,16.908313621943584,20.930468150485268,40.26303334390004,0.9965033791140643,41.40652375994908,39.44872516723491,80.6089540915033,5.61230293910037,73.67379080745287,77.04471251347981
2026-03-01 00:30:00,19.02732530453931,42.61961212309054,80.84315926562208,0,0.0,19.88354392364669,2.608227457902432,23.078799540912403,22.685585299944478,40.872572600429805,1.3407279320422463,41.106794297946294,39.571915840441704,79.6193219771717,4.855225428673208,75.49217151770328,85.79131983728008
2026-03-01 00:31:00,11.294897119257673,38.904144504633244,83.60382096678536,0,0.0,17.722346136131677,4.263383934733224,19.02732530453931,22.10088605683276,40.617718543096686,1.6014295724977388,42.61961212309054,40.17841479129884,79.37250766773164,4.545080392213858,80.84315926562208,84.83789251398565
2026-03-01 00:32:00,20.685603630678948,40.80311235321759,84.18057372180027,0,0.0,18.198987843466384,4.472534848924345,11.294897119257673,18.30239509400541,40.96803740776735,1.3440681702523603,38.904144504633244,39.05151802986428,79.55870325587277,4.75771389542914,83.60382096678536,83.24959578109461
2026-03-01 00:33:00,19.56249433859863,40.77781360961219,73.65879286882627,0,0.0,18.729823986797392,4.438430095771546,20.685603630678948,16.908313621943584,40.84229537769997,1.3220189585298816,40.80311235321759,41.40652375994908,79.55570366814746,4.762354173752128,84.18057372180027,73.67379080745287
